x,y,z
-3.873858263986118544e-02,1.386325710911411546e+00,-2.443690044258299832e+00
1.050882750031289836e+00,5.216014026801237824e-01,-3.571569778252450256e+00
1.089653397450064953e-01,1.533464081013360625e+00,-4.120255880802957904e+00
1.198586672416157572e+00,6.687397727820728610e-01,-5.248135614797107884e+00
2.640145642895597611e+00,5.924530632185166512e-01,-1.716437668495174318e+00
3.729766975566748854e+00,-2.722712450127711126e-01,-2.844317402489324742e+00
2.787849565280465125e+00,7.395914333204657298e-01,-3.393003505039832390e+00
3.877470897951615925e+00,-1.251328749108220340e-01,-4.520883239033982370e+00
1.464891676351499417e+00,1.386325710911411546e+00,-2.443690044258299832e+00
2.554513009022650216e+00,5.216014026801237824e-01,-3.571569778252450256e+00
1.612595598736367153e+00,1.533464081013360625e+00,-4.120255880802957904e+00
2.702216931407518175e+00,6.687397727820728610e-01,-5.248135614797107884e+00
-1.378136400511094539e+00,-2.794791598745017813e-01,-1.348395831318825122e+00
-2.885150678399435176e-01,-1.144203468105789545e+00,-2.476275565312975324e+00
-1.230432478126226803e+00,-1.323407897725527305e-01,-3.024961667863483417e+00
-1.408111454550757813e-01,-9.970650980038404665e-01,-4.152841401857633841e+00
-2.553390367055192733e+00,5.143934878183931136e-01,-2.075648207081950858e+00
-1.463769034384041712e+00,-3.503308204128946501e-01,-3.203527941076100838e+00
-2.405686444670325219e+00,6.615318579203421923e-01,-3.752214043626609374e+00
-1.316065111999174198e+00,-2.031924503109455715e-01,-4.880093777620759354e+00
1.254938584802660628e-01,-2.794791598745017813e-01,-1.348395831318825122e+00
1.215115191151417084e+00,-1.144203468105789545e+00,-2.476275565312975324e+00
2.731977808651337436e-01,-1.323407897725527305e-01,-3.024961667863483417e+00
1.362819113536284821e+00,-9.970650980038404665e-01,-4.152841401857633841e+00
-1.049760108063832131e+00,5.143934878183931136e-01,-2.075648207081950858e+00
3.986122460731889028e-02,-3.503308204128946501e-01,-3.203527941076100838e+00
-9.020561856789643951e-01,6.615318579203421923e-01,-3.752214043626609374e+00
1.875651469921866266e-01,-2.031924503109455715e-01,-4.880093777620759354e+00
-1.812533887525116238e-01,3.629215282482087801e-01,-1.757038565132512886e+00
9.083679439186393978e-01,-5.018027799830789837e-01,-2.884918299126662866e+00
-3.354946636764394308e-02,5.100598983501578587e-01,-3.433604401677171403e+00
1.056071866303507134e+00,-3.546644098811299051e-01,-4.561484135671321383e+00
-1.356507355296609818e+00,1.156794175941103564e+00,-2.484290940895638400e+00
-2.668860226254587964e-01,2.920698677098158003e-01,-3.612170674889788380e+00
-1.208803432911742082e+00,1.303932546043052643e+00,-4.160856777440296916e+00
-1.191821002405910601e-01,4.392082378117648789e-01,-5.288736511434446896e+00
1.322376870238848978e+00,3.629215282482087801e-01,-1.757038565132512886e+00
2.411998202910000000e+00,-5.018027799830789837e-01,-2.884918299126662866e+00
1.470080792623716714e+00,5.100598983501578587e-01,-3.433604401677171403e+00
2.559702125294867514e+00,-3.546644098811299051e-01,-4.561484135671321383e+00
1.471229036947507840e-01,1.156794175941103564e+00,-2.484290940895638400e+00
1.236744236365901806e+00,2.920698677098158003e-01,-3.612170674889788380e+00
2.948268260796184648e-01,1.303932546043052643e+00,-4.160856777440296916e+00
1.384448158750769542e+00,4.392082378117648789e-01,-5.288736511434446896e+00
-7.243822344593043860e-01,6.633756356643430996e-01,-1.694596986067232081e+00
3.652390982118466356e-01,-2.013486725669446642e-01,-2.822476720061382061e+00
-5.766783120744367608e-01,8.105140057662921782e-01,-3.371162822611890597e+00
5.129430205967142609e-01,-5.421030246499558558e-02,-4.499042556606040577e+00
-1.899636201003402469e+00,1.457248283357237995e+00,-2.421849361830357594e+00
-8.100148683322514476e-01,5.925239751259502308e-01,-3.549729095824507574e+00
-1.751932278618534733e+00,1.604386653459187073e+00,-4.098415198375016111e+00
-6.623109459473837113e-01,7.396623452278993094e-01,-5.226294932369166091e+00
7.792480245320562160e-01,6.633756356643430996e-01,-1.694596986067232081e+00
1.868869357203207127e+00,-2.013486725669446642e-01,-2.822476720061382061e+00
9.269519469169238413e-01,8.105140057662921782e-01,-3.371162822611890597e+00
2.016573279588074641e+00,-5.421030246499558558e-02,-4.499042556606040577e+00
-3.960059420120419782e-01,1.457248283357237995e+00,-2.421849361830357594e+00
6.936153906591090434e-01,5.925239751259502308e-01,-3.549729095824507574e+00
-2.483020196271742974e-01,1.604386653459187073e+00,-4.098415198375016111e+00
8.413193130439766687e-01,7.396623452278993094e-01,-5.226294932369166091e+00
4.725007772992785293e-01,1.305776323787053661e+00,-2.103239719880920067e+00
1.562122109970429662e+00,4.410520155557658972e-01,-3.231119453875070491e+00
6.202046996841461546e-01,1.452914693889002740e+00,-3.779805556425578139e+00
1.709826032355297176e+00,5.881903856577149758e-01,-4.907685290419728119e+00
-7.027531892448196649e-01,2.099648971479948667e+00,-2.830492095644045580e+00
3.868681434263313568e-01,1.234924663248660792e+00,-3.958371829638196004e+00
-5.550492668599520396e-01,2.246787341581897746e+00,-4.507057932188703653e+00
5.345720658111989820e-01,1.382063033350609871e+00,-5.634937666182853633e+00
1.976131036290639020e+00,1.305776323787053661e+00,-2.103239719880920067e+00
3.065752368961789820e+00,4.410520155557658972e-01,-3.231119453875070491e+00
2.123834958675506535e+00,1.452914693889002740e+00,-3.779805556425578139e+00
3.213456291346657778e+00,5.881903856577149758e-01,-4.907685290419728119e+00
8.008770697465408261e-01,2.099648971479948667e+00,-2.830492095644045580e+00
1.890498402417691848e+00,1.234924663248660792e+00,-3.958371829638196004e+00
9.485809921314085624e-01,2.246787341581897746e+00,-4.507057932188703653e+00
2.038202324802559584e+00,1.382063033350609871e+00,-5.634937666182853633e+00
-2.042151007116053130e+00,4.338441006940352285e-01,-1.735197882704570871e+00
-9.525296744449021080e-01,-4.308802075372525353e-01,-2.863077616698721073e+00
-1.894447084731185393e+00,5.809824707959843071e-01,-3.411763719249229165e+00
-8.048257520600343717e-01,-2.837418374353034567e-01,-4.539643453243379589e+00
-3.217404973660151324e+00,1.227716748386930234e+00,-2.462450258467696607e+00
-2.127783640989000524e+00,3.629924401556424707e-01,-3.590329992461846587e+00
-3.069701051275283810e+00,1.374855118488879313e+00,-4.139016095012355123e+00
-1.980079718604132788e+00,5.101308102575915493e-01,-5.266895829006505103e+00
-5.385207481246925276e-01,4.338441006940352285e-01,-1.735197882704570871e+00
5.511005845464584940e-01,-4.308802075372525353e-01,-2.863077616698721073e+00
-3.908168257398248469e-01,5.809824707959843071e-01,-3.411763719249229165e+00
6.988045069313262303e-01,-2.837418374353034567e-01,-4.539643453243379589e+00
-1.713774714668790722e+00,1.227716748386930234e+00,-2.462450258467696607e+00
-6.241533819976397002e-01,3.629924401556424707e-01,-3.590329992461846587e+00
-1.566070792283922986e+00,1.374855118488879313e+00,-4.139016095012355123e+00
-4.764494596127719639e-01,5.101308102575915493e-01,-5.266895829006505103e+00
-8.452679953574702143e-01,1.076244788816745679e+00,-2.143840616518258635e+00
2.443533373136808073e-01,2.115204805854579151e-01,-3.271720350512408615e+00
-6.975640729726024780e-01,1.223383158918694757e+00,-3.820406453062917151e+00
3.920572596985485436e-01,3.586588506874069937e-01,-4.948286187057067131e+00
-2.020521961901568631e+00,1.870117436509640463e+00,-2.871092992281384149e+00
-9.309006292304176089e-01,1.005393128278352588e+00,-3.998972726275534129e+00
-1.872818039516700894e+00,2.017255806611589541e+00,-4.547658828826042665e+00
-7.831967068455498726e-01,1.152531498380301667e+00,-5.675538562820192645e+00
6.583622636338903877e-01,1.076244788816745679e+00,-2.143840616518258635e+00
1.747983596305041409e+00,2.115204805854579151e-01,-3.271720350512408615e+00
8.060661860187581240e-01,1.223383158918694757e+00,-3.820406453062917151e+00
1.895687518689909146e+00,3.586588506874069937e-01,-4.948286187057067131e+00
-5.168917029102078065e-01,1.870117436509640463e+00,-2.871092992281384149e+00
5.727296297609432152e-01,1.005393128278352588e+00,-3.998972726275534129e+00
-3.691877805253401257e-01,2.017255806611589541e+00,-4.547658828826042665e+00
7.204335521458109515e-01,1.152531498380301667e+00,-5.675538562820192645e+00
4.375780909515059047e-02,5.377912000228923795e-02,-2.489707692894706614e+00
1.133379141766301501e+00,-8.109451882289985258e-01,-3.617587426888857038e+00
1.914617314800182712e-01,2.009174901042382888e-01,-4.166273529439364687e+00
1.281083064151169237e+00,-6.638068181270494472e-01,-5.294153263433514667e+00
-1.131496157448947493e+00,8.476517676951841329e-01,-3.216960068657832128e+00
-4.187482477779647105e-02,-1.707254053610363087e-02,-4.344839802651982552e+00
-9.837922350640797564e-01,9.947901377971332115e-01,-4.893525905202490200e+00
1.058290976070712652e-01,1.300658295658454477e-01,-6.021405639196640180e+00
1.547388068086511304e+00,5.377912000228923795e-02,-2.489707692894706614e+00
2.637009400757662547e+00,-8.109451882289985258e-01,-3.617587426888857038e+00
1.695091990471379040e+00,2.009174901042382888e-01,-4.166273529439364687e+00
2.784713323142530061e+00,-6.638068181270494472e-01,-5.294153263433514667e+00
3.721341015424131093e-01,8.476517676951841329e-01,-3.216960068657832128e+00
1.461755434213564131e+00,-1.707254053610363087e-02,-4.344839802651982552e+00
5.198380239272808456e-01,9.947901377971332115e-01,-4.893525905202490200e+00
1.609459356598431867e+00,1.300658295658454477e-01,-6.021405639196640180e+00
1.240640820853733395e+00,6.961798081249997994e-01,-2.898350426708394600e+00
2.330262153524884639e+00,-1.685445001062879644e-01,-4.026230160702544580e+00
1.388344743238601131e+00,8.433181782269488780e-01,-4.574916263253053117e+00
2.477966075909752153e+00,-2.140613000433888580e-02,-5.702795997247203097e+00
6.538685430963520062e-02,1.490052455817894694e+00,-3.625602802471520114e+00
1.155008186980786222e+00,6.253281475866069306e-01,-4.753482536465670094e+00
2.130907766945028814e-01,1.637190825919843773e+00,-5.302168639016178631e+00
1.302712109365653959e+00,7.724665176885560092e-01,-6.430048373010328611e+00
2.744271079845093997e+00,6.961798081249997994e-01,-2.898350426708394600e+00
3.833892412516244796e+00,-1.685445001062879644e-01,-4.026230160702544580e+00
2.891975002229961511e+00,8.433181782269488780e-01,-4.574916263253053117e+00
3.981596334901112755e+00,-2.140613000433888580e-02,-5.702795997247203097e+00
1.569017113300995803e+00,1.490052455817894694e+00,-3.625602802471520114e+00
2.658638445972147046e+00,6.253281475866069306e-01,-4.753482536465670094e+00
1.716721035685863539e+00,1.637190825919843773e+00,-5.302168639016178631e+00
2.806342368357014561e+00,7.724665176885560092e-01,-6.430048373010328611e+00
-1.274010963561598153e+00,-1.757524149680186332e-01,-2.530308589532045627e+00
-1.843896308904471315e-01,-1.040476723199306397e+00,-3.658188323526196051e+00
-1.126307041176730417e+00,-2.861404486606958231e-02,-4.206874426076703699e+00
-3.668570850557939522e-02,-8.933383530973573183e-01,-5.334754160070853679e+00
-2.449264930105696347e+00,6.181202327248762618e-01,-3.257560965295171140e+00
-1.359643597434545326e+00,-2.466040755064115020e-01,-4.385440699289321564e+00
-2.301561007720828833e+00,7.652586028268253404e-01,-4.934126801839829213e+00
-1.211939675049677811e+00,-9.946570540446242337e-02,-6.062006535833979193e+00
2.296192954297624489e-01,-1.757524149680186332e-01,-2.530308589532045627e+00
1.319240628100913471e+00,-1.040476723199306397e+00,-3.658188323526196051e+00
3.773232178146301297e-01,-2.861404486606958231e-02,-4.206874426076703699e+00
1.466944550485781207e+00,-8.933383530973573183e-01,-5.334754160070853679e+00
-9.456346711143357453e-01,6.181202327248762618e-01,-3.257560965295171140e+00
1.439866615568152763e-01,-2.466040755064115020e-01,-4.385440699289321564e+00
-7.979307487294680090e-01,7.652586028268253404e-01,-4.934126801839829213e+00
2.916905839416830126e-01,-9.946570540446242337e-02,-6.062006535833979193e+00
-7.712795180301523779e-02,4.666482731546919283e-01,-2.938951323345733613e+00
1.012493380868135784e+00,-3.980760350765958355e-01,-4.066831057339883593e+00
7.057597058185244299e-02,6.137866432566410069e-01,-4.615517159890392129e+00
1.160197303253003520e+00,-2.509376649746467569e-01,-5.743396893884542109e+00
-1.252381918347113432e+00,1.260520920847586712e+00,-3.666203699108859126e+00
-1.627605856759624103e-01,3.957966126162989484e-01,-4.794083433103009106e+00
-1.104677995962245696e+00,1.407659290949535791e+00,-5.342769535653517643e+00
-1.505666329109467405e-02,5.429349827182480270e-01,-6.470649269647667623e+00
1.426502307188345364e+00,4.666482731546919283e-01,-2.938951323345733613e+00
2.516123639859496386e+00,-3.980760350765958355e-01,-4.066831057339883593e+00
1.574206229573213101e+00,6.137866432566410069e-01,-4.615517159890392129e+00
2.663827562244364344e+00,-2.509376649746467569e-01,-5.743396893884542109e+00
2.512483406442471701e-01,1.260520920847586712e+00,-3.666203699108859126e+00
1.340869673315398192e+00,3.957966126162989484e-01,-4.794083433103009106e+00
3.989522630291148508e-01,1.407659290949535791e+00,-5.342769535653517643e+00
1.488573595700265928e+00,5.429349827182480270e-01,-6.470649269647667623e+00
1.060000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.149621332671150853e+00,-8.647243082312877638e-01,-1.127879733994150202e+00
1.207703922384867790e+00,1.471383701019490509e-01,-1.676565836544658294e+00
2.297325255056018811e+00,-7.175859381293386852e-01,-2.804445570538808497e+00
-1.152539665440981409e-01,7.938726476928948950e-01,-7.272523757631256247e-01
9.743673661270528807e-01,-7.085166053839286882e-02,-1.855132109757275938e+00
3.244995584076953987e-02,9.410110177948439736e-01,-2.403818212307784030e+00
1.122071288511920617e+00,7.628670956355620980e-02,-3.531697946301934010e+00
2.563630258991360655e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.653251591662511899e+00,-8.647243082312877638e-01,-1.127879733994150202e+00
2.711334181376228170e+00,1.471383701019490509e-01,-1.676565836544658294e+00
3.800955514047378969e+00,-7.175859381293386852e-01,-2.804445570538808497e+00
1.388376292447262461e+00,7.938726476928948950e-01,-7.272523757631256247e-01
2.477997625118413261e+00,-7.085166053839286882e-02,-1.855132109757275938e+00
1.536080214832130197e+00,9.410110177948439736e-01,-2.403818212307784030e+00
2.625701547503281219e+00,7.628670956355620980e-02,-3.531697946301934010e+00
2.256883011758582747e+00,6.424006881227105614e-01,-4.086427338136878751e-01
3.346504344429733990e+00,-2.223236201085772024e-01,-1.536522467807837966e+00
2.404586934143450261e+00,7.895390582246596400e-01,-2.085208570358346059e+00
3.494208266814601060e+00,-7.518525000662812374e-02,-3.213088304352496039e+00
1.081629045214484552e+00,1.436273335815605456e+00,-1.135895109576813500e+00
2.171250377885635352e+00,5.715490275843176926e-01,-2.263774843570963924e+00
1.229332967599352289e+00,1.583411705917554535e+00,-2.812460946121471572e+00
2.318954300270503310e+00,7.186873976862667712e-01,-3.940340680115621552e+00
3.760513270749943349e+00,6.424006881227105614e-01,-4.086427338136878751e-01
4.850134603421094148e+00,-2.223236201085772024e-01,-1.536522467807837966e+00
3.908217193134810863e+00,7.895390582246596400e-01,-2.085208570358346059e+00
4.997838525805962107e+00,-7.518525000662812374e-02,-3.213088304352496039e+00
2.585259304205845154e+00,1.436273335815605456e+00,-1.135895109576813500e+00
3.674880636876996398e+00,5.715490275843176926e-01,-2.263774843570963924e+00
2.732963226590712669e+00,1.583411705917554535e+00,-2.812460946121471572e+00
3.822584559261863468e+00,7.186873976862667712e-01,-3.940340680115621552e+00
-2.577687726567485793e-01,-2.295315349703078711e-01,-4.060089663733883886e-02
8.318525600144024423e-01,-1.094255843201595635e+00,-1.168480630631488992e+00
-1.100648502718808985e-01,-8.239316486835882025e-02,-1.717166733181997085e+00
9.795564823992701786e-01,-9.471174730996465563e-01,-2.845046467176147509e+00
-1.433022739200846773e+00,5.643411127225870239e-01,-7.678532724004644150e-01
-3.434014065296957519e-01,-3.003831955087007399e-01,-1.895733006394614506e+00
-1.285318816815979037e+00,7.114794828245361025e-01,-2.444419108945122598e+00
-1.956974841448280156e-01,-1.532448254067516613e-01,-3.572298842939273023e+00
1.245861486334612023e+00,-2.295315349703078711e-01,-4.060089663733883886e-02
2.335482819005763044e+00,-1.094255843201595635e+00,-1.168480630631488992e+00
1.393565408719479759e+00,-8.239316486835882025e-02,-1.717166733181997085e+00
2.483186741390630559e+00,-9.471174730996465563e-01,-2.845046467176147509e+00
7.060751979051382854e-02,5.643411127225870239e-01,-7.678532724004644150e-01
1.160228852461664850e+00,-3.003831955087007399e-01,-1.895733006394614506e+00
2.183114421753815093e-01,7.114794828245361025e-01,-2.444419108945122598e+00
1.307932774846532586e+00,-1.532448254067516613e-01,-3.572298842939273023e+00
9.391142391018343361e-01,4.128691531524026903e-01,-4.492436304510267209e-01
2.028735571772985580e+00,-4.518551550788850735e-01,-1.577123364445176978e+00
1.086818161486702072e+00,5.600075232543517689e-01,-2.125809466995685071e+00
2.176439494157853094e+00,-3.047167849769359949e-01,-3.253689200989835051e+00
-2.361397274422638581e-01,1.206741800845297696e+00,-1.176496006214152290e+00
8.534816052288871635e-01,3.420174926140099325e-01,-2.304375740208302492e+00
-8.843580505739617736e-02,1.353880170947246775e+00,-2.853061842758810585e+00
1.001185527613754900e+00,4.891558627159590111e-01,-3.980941576752960565e+00
2.442744498093194938e+00,4.128691531524026903e-01,-4.492436304510267209e-01
3.532365830764345738e+00,-4.518551550788850735e-01,-1.577123364445176978e+00
2.590448420478062452e+00,5.600075232543517689e-01,-2.125809466995685071e+00
3.680069753149213696e+00,-3.047167849769359949e-01,-3.253689200989835051e+00
1.267490531549096744e+00,1.206741800845297696e+00,-1.176496006214152290e+00
2.357111864220247988e+00,3.420174926140099325e-01,-2.304375740208302492e+00
1.415194453933964480e+00,1.353880170947246775e+00,-2.853061842758810585e+00
2.504815786605115502e+00,4.891558627159590111e-01,-3.980941576752960565e+00
1.828140043554455030e+00,-6.095965156620538616e-01,-7.951107068274745338e-01
2.917761376225605829e+00,-1.474320823893341625e+00,-1.922990440821624736e+00
1.975843965939322766e+00,-4.624581455601047830e-01,-2.471676543372132606e+00
3.065465298610473788e+00,-1.327182453791392547e+00,-3.599556277366282586e+00
6.528860770103568356e-01,1.842761320308410333e-01,-1.522363082590600047e+00
1.742507409681507857e+00,-6.804481762004467305e-01,-2.650242816584750472e+00
8.005899993952245719e-01,3.314145021327901119e-01,-3.198928919135258120e+00
1.890211332066375594e+00,-5.333098060984976518e-01,-4.326808653129408100e+00
3.331770302545815632e+00,-6.095965156620538616e-01,-7.951107068274745338e-01
4.421391635216966876e+00,-1.474320823893341625e+00,-1.922990440821624736e+00
3.479474224930683146e+00,-4.624581455601047830e-01,-2.471676543372132606e+00
4.569095557601833946e+00,-1.327182453791392547e+00,-3.599556277366282586e+00
2.156516336001717438e+00,1.842761320308410333e-01,-1.522363082590600047e+00
3.246137668672868237e+00,-6.804481762004467305e-01,-2.650242816584750472e+00
2.304220258386584952e+00,3.314145021327901119e-01,-3.198928919135258120e+00
3.393841591057736196e+00,-5.333098060984976518e-01,-4.326808653129408100e+00
3.025023055313037723e+00,3.280417246065669978e-02,-1.203753440641162520e+00
4.114644387984188967e+00,-8.319201357706310640e-01,-2.331633174635312500e+00
3.172726977697905237e+00,1.799425425626057506e-01,-2.880319277185821036e+00
4.262348310369056037e+00,-6.847817656686819854e-01,-4.008199011179971016e+00
1.849769088768939529e+00,8.266768201535515947e-01,-1.931005816404288034e+00
2.939390421440090329e+00,-3.804748807773616903e-02,-3.058885550398438014e+00
1.997473011153807265e+00,9.738151902555006734e-01,-3.607571652948946550e+00
3.087094343824958287e+00,1.090908820242129096e-01,-4.735451386943096530e+00
4.528653314304397881e+00,3.280417246065669978e-02,-1.203753440641162520e+00
5.618274646975549125e+00,-8.319201357706310640e-01,-2.331633174635312500e+00
4.676357236689265839e+00,1.799425425626057506e-01,-2.880319277185821036e+00
5.765978569360417083e+00,-6.847817656686819854e-01,-4.008199011179971016e+00
3.353399347760299687e+00,8.266768201535515947e-01,-1.931005816404288034e+00
4.443020680431450486e+00,-3.804748807773616903e-02,-3.058885550398438014e+00
3.501103270145167201e+00,9.738151902555006734e-01,-3.607571652948946550e+00
4.590724602816318445e+00,1.090908820242129096e-01,-4.735451386943096530e+00
5.103712708977063972e-01,-8.391280506323617328e-01,-8.357116034648133240e-01
1.599992603568857419e+00,-1.703852358863649386e+00,-1.963591337458963526e+00
6.580751932825741335e-01,-6.919896805304126541e-01,-2.512277440009471619e+00
1.747696525953725155e+00,-1.556713988761700307e+00,-3.640157174003621599e+00
-6.648826956463917970e-01,-4.525540293946683779e-02,-1.562963979227939060e+00
4.247386370247592247e-01,-9.099797111707546016e-01,-2.690843713222089484e+00
-5.171787732615240607e-01,1.018829671624822131e-01,-3.239529815772597132e+00
5.724425594096269609e-01,-7.628413410688055230e-01,-4.367409549766747112e+00
2.014001529889067221e+00,-8.391280506323617328e-01,-8.357116034648133240e-01
3.103622862560218465e+00,-1.703852358863649386e+00,-1.963591337458963526e+00
2.161705452273934736e+00,-6.919896805304126541e-01,-2.512277440009471619e+00
3.251326784945085535e+00,-1.556713988761700307e+00,-3.640157174003621599e+00
8.387475633449690271e-01,-4.525540293946683779e-02,-1.562963979227939060e+00
1.928368896016120049e+00,-9.099797111707546016e-01,-2.690843713222089484e+00
9.864514857298367634e-01,1.018829671624822131e-01,-3.239529815772597132e+00
2.076072818400987785e+00,-7.628413410688055230e-01,-4.367409549766747112e+00
1.707254282656289313e+00,-1.967273625096511713e-01,-1.244354337278501088e+00
2.796875615327440556e+00,-1.061451670740938935e+00,-2.372234071272651512e+00
1.854958205041157049e+00,-4.958899240770212047e-02,-2.920920173823159161e+00
2.944579537712308070e+00,-9.143133006389898565e-01,-4.048799907817309141e+00
5.320003161121911184e-01,5.971452851832437236e-01,-1.971606713041626602e+00
1.621621648783342140e+00,-2.675790230480440401e-01,-3.099486447035777026e+00
6.797042384970588547e-01,7.442836552851928023e-01,-3.648172549586284674e+00
1.769325571168209876e+00,-1.204406529460949615e-01,-4.776052283580434654e+00
3.210884541647649915e+00,-1.967273625096511713e-01,-1.244354337278501088e+00
4.300505874318800714e+00,-1.061451670740938935e+00,-2.372234071272651512e+00
3.358588464032517429e+00,-4.958899240770212047e-02,-2.920920173823159161e+00
4.448209796703668673e+00,-9.143133006389898565e-01,-4.048799907817309141e+00
2.035630575103551720e+00,5.971452851832437236e-01,-1.971606713041626602e+00
3.125251907774702964e+00,-2.675790230480440401e-01,-3.099486447035777026e+00
2.183334497488419235e+00,7.442836552851928023e-01,-3.648172549586284674e+00
3.272955830159570034e+00,-1.204406529460949615e-01,-4.776052283580434654e+00
1.164125436949496439e+00,1.037267449064831204e-01,-1.181912758213220505e+00
2.253746769620647683e+00,-7.609975633248046156e-01,-2.309792492207370707e+00
1.311829359334364176e+00,2.508651150084321713e-01,-2.858478594757878799e+00
2.401450692005515197e+00,-6.138591932228556480e-01,-3.986358328752029223e+00
-1.112852959460175484e-02,8.975993925993780431e-01,-1.909165133976346240e+00
1.078492803076549267e+00,3.287508436809027934e-02,-3.037044867970496220e+00
1.365753927902659259e-01,1.044737762701327011e+00,-3.585730970521004757e+00
1.226196725461417003e+00,1.800134544700392469e-01,-4.713610704515154737e+00
2.667755695940857041e+00,1.037267449064831204e-01,-1.181912758213220505e+00
3.757377028612007841e+00,-7.609975633248046156e-01,-2.309792492207370707e+00
2.815459618325724556e+00,2.508651150084321713e-01,-2.858478594757878799e+00
3.905080950996875799e+00,-6.138591932228556480e-01,-3.986358328752029223e+00
1.492501729396758847e+00,8.975993925993780431e-01,-1.909165133976346240e+00
2.582123062067910091e+00,3.287508436809027934e-02,-3.037044867970496220e+00
1.640205651781626583e+00,1.044737762701327011e+00,-3.585730970521004757e+00
2.729826984452777605e+00,1.800134544700392469e-01,-4.713610704515154737e+00
2.361008448708079577e+00,7.461274330291937096e-01,-1.590555492026908269e+00
3.450629781379230820e+00,-1.185968752020940542e-01,-2.718435226021058249e+00
2.508712371092947091e+00,8.932658031311427882e-01,-3.267121328571566785e+00
3.598333703764097891e+00,2.854149489985502441e-02,-4.395001062565716765e+00
1.185754482163981383e+00,1.540000080722088605e+00,-2.317807867790033782e+00
2.275375814835132182e+00,6.752757724908008408e-01,-3.445687601784183762e+00
1.333458404548849119e+00,1.687138450824037683e+00,-3.994373704334692299e+00
2.423079737220000140e+00,8.224141425927499194e-01,-5.122253438328842279e+00
3.864638707699440179e+00,7.461274330291937096e-01,-1.590555492026908269e+00
4.954260040370590978e+00,-1.185968752020940542e-01,-2.718435226021058249e+00
4.012342630084307693e+00,8.932658031311427882e-01,-3.267121328571566785e+00
5.101963962755458937e+00,2.854149489985502441e-02,-4.395001062565716765e+00
2.689384741155341985e+00,1.540000080722088605e+00,-2.317807867790033782e+00
3.779006073826493228e+00,6.752757724908008408e-01,-3.445687601784183762e+00
2.837088663540209499e+00,1.687138450824037683e+00,-3.994373704334692299e+00
3.926709996211360298e+00,8.224141425927499194e-01,-5.122253438328842279e+00
-1.536433357072521932e-01,-1.258047900638247507e-01,-1.222513654850559295e+00
9.359779969638988284e-01,-9.905290982951124867e-01,-2.350393388844709719e+00
-5.939413322384512472e-03,2.133358003812430015e-02,-2.899079491395217367e+00
1.083681919348766565e+00,-8.433907281931634081e-01,-4.026959225389367347e+00
-1.328897302251350387e+00,6.680678576290701720e-01,-1.949766030613684809e+00
-2.392759695801993658e-01,-1.966564506022175918e-01,-3.077645764607835233e+00
-1.181193379866482651e+00,8.152062277310192506e-01,-3.626331867158342881e+00
-9.157204719533162951e-02,-4.951808050026851316e-02,-4.754211601152492861e+00
1.349986923284108409e+00,-1.258047900638247507e-01,-1.222513654850559295e+00
